,title,Location,Job Family,Job Class,Posting Start,Posting End,Details,MINIMUM SALARY,DAILY RATE RANGE,Salary,HOURLY RATE RANGE,SALARY RANGE
179,EDUC ASSIST SPED PK 23/24SY,BRICKEY-MCCLOUD ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED PK,09/06/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
180,ASSISTANT CHEER COACH / EXTRA / FARRAGUT MIDDLE SCHOOL,FARRAGUT MIDDLE,CLASSIFIED,ATH COACH CHEERLEADER MIDDLE,09/07/2023,11/29/2023,,,,,,
181,TCHR SCIENCE 6 23/24SY,VINE MIDDLE,CERTIFIED,TEACHER 6TH GRADE SCIENCE,09/08/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
182,GENERALIST - ASSESSMENT 23/24SY,ACCOUNTABILITY,CLASSIFIED,GENERALIST,09/08/2023,09/30/2023,JOB DESCRIPTION,"$39,535.00",,,,
183,COACH TRANSITION 23/24SY,SPECIAL EDUCATION,CLASSIFIED,COACH SPECIAL EDUCATION,09/08/2023,09/30/2023,JOB DESCRIPTION,,,"$40,000.00-$40,000.00",,
184,THERAP LIC MNTL HLTH 23/24SY,OFFICE OF SCHOOL CULTURE,CLASSIFIED,MENTAL HEALTH WORKER,09/08/2023,09/30/2023,JOB DESCRIPTION,"$43,671.00",,,,
185,THERAP LIC MNTL HLTH 23/24SY,OFFICE OF SCHOOL CULTURE,CLASSIFIED,MENTAL HEALTH WORKER,09/08/2023,09/30/2023,JOB DESCRIPTION,"$43,671.00",,,,
186,CLUB SPORT / ASSISTANT GIRLS LACROSSE COACH / WEST HIGH SCHOOL,WEST HIGH,CLASSIFIED,ATH COACH CLUB SPORTS,09/11/2023,11/29/2023,,,,,,
187,EDUC ASSIST SPED ES 23/24SY,BLUE GRASS ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,09/11/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
188,EDUC ASSIST SPED HS 23/24SY,KARNS HIGH,CLASSIFIED,EDUCATIONAL ASSISTANT SPED HS,09/11/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
189,EDUC ASSIST SPED ES 23/24SY,INSKIP ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,09/11/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
190,EDUC ASSIST SPED ES 23/24SY,NORWOOD ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,09/11/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
191,EDUC ASSIST SPED ES 23/24SY,AL LOTTS ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,09/11/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
192,EDUC ASSIST SPED ES 23/24SY,SEQUOYAH ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,09/11/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
193,EDUC ASSIST SPED ES 23/24SY,SARAH MOORE GREENE MAGNET,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,09/11/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
194,MAINT TRUCK DRIVER,MAINTENANCE,CLASSIFIED,MAINTENANCE - DRIVER,09/12/2023,09/30/2023,JOB DESCRIPTION,,,,$15.51-$24.02,
195,OFFICER STUDENT SUCCESS ADVISEMENT & IMPROVEMENT,OFFICE OF THE SUPERINTENDENT,ADMINISTRATIVE/SUPERVISORY,SUPERVISOR,09/12/2023,10/14/2023,JOB DESCRIPTION,"$57,120.00",,,,
196,BOYS TRACK COACH / POWELL MIDDLE SCHOOL,POWELL MIDDLE,CLASSIFIED,,09/13/2023,11/29/2023,,,,,,
197,SECRETARY SCHOOL 23/24SY,BEARDEN HIGH,CLASSIFIED,SCHOOL CLERICAL,09/14/2023,09/30/2023,JOB DESCRIPTION,"$26,164.00",,,,
198,TCHR FOREIGN LANG HS (SPANISH) 23/24SY,AUSTIN EAST HIGH,CERTIFIED,TEACHER HS WORLD LANGUAGES,09/14/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
199,TCHR LANG ARTS HS 23/24SY (STARTING 2ND SEMESTER),KARNS HIGH,CERTIFIED,TEACHER HS ELA,09/14/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
200,EDUC ASSIST CDC HS 23/24SY,POWELL HIGH,CLASSIFIED,EDUCATIONAL ASSISTANT SPED HS,09/14/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
201,TCHR SPED ES 23/24SY (STARTING 2ND SEMESTER),FARRAGUT PRIMARY,CERTIFIED,TEACHER ES SPECIAL ED,09/14/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
202,HEAD BOYS TRACK COACH / FARRAGUT MIDDLE SCHOOL,FARRAGUT MIDDLE,CLASSIFIED,ATH COACH TRACK MIDDLE SCHOOL,09/14/2023,11/29/2023,,,,,,
203,TCHR LANG ARTS 6 23/24SY,VINE MIDDLE,CERTIFIED,TEACHER MS ENGLISH LANG ARTS,09/14/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
204,TCHR SCIENCE HS SUPPLY THROUGH 12/20/2023,FARRAGUT HIGH,CERTIFIED,TEACHER HS SCIENCE,09/14/2023,09/30/2023,JOB DESCRIPTION,"$36,100.00",,,,
205,EDUC ASSIST SPED ES 23/24SY (PART-TIME),HALLS ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT ES,09/14/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
206,TCHR SOC STUDIES HS SUPPLY 10/16/23 THROUGH 11/21/23,POWELL HIGH,CERTIFIED,TEACHER HS SOCIAL STUDIES,09/15/2023,09/30/2023,JOB DESCRIPTION,"$36,100.00",,,,
207,TCHR ART MS 23/24SY,CEDAR BLUFF MIDDLE,CERTIFIED,TEACHER MS FINE ARTS,09/15/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
208,EDUC ASSIST CDC-A ES 23/24SY,CHRISTENBERRY ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,09/15/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
209,ASSISTANT GIRLS LACROSSE COACH / WEST HIGH SCHOOL,WEST HIGH,CLASSIFIED,ATH COACH CLUB SPORTS,09/15/2023,11/29/2023,,,,,,
210,ASSISTANT GIRLS LACROSSE COACH / WEST HIGH SCHOOL,WEST HIGH,CLASSIFIED,ATH COACH CLUB SPORTS,09/15/2023,11/29/2023,,,,,,
211,EDUC ASSIST CDC-A MS 23/24SY,VINE MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED MS,09/15/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
212,EDUC ASSIST MS 23/24SY,VINE MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED MS,09/15/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
213,SECRETARY/BOOKKEEPER 23/24 SY,SUNNYVIEW,CLASSIFIED,SCHOOL CLERICAL,09/20/2023,10/31/2023,Job Description,"$27,404.00",,,,
214,TCHR 1ST GRADE,FOUNTAIN CITY ELEMENTARY,CERTIFIED,TEACHER 1ST GRADE,09/20/2023,10/31/2023,Job Description,"$44,800.00",,,,
215,TCHR KINDERGARTEN,AMHERST ELEMENTARY,CERTIFIED,TEACHER KINDERGARTEN,09/20/2023,10/31/2023,Job Description,"$44,800.00",,,,
216,TCHR 3RD GRADE,HARDIN VALLEY ELEMENTARY,CERTIFIED,TEACHER 3RD GRADE,09/20/2023,10/31/2023,Job Description,"$44,800.00",,,,
217,ASSISTANT GIRLS TRACK COACH / HARDIN VALLEY ACADEMY,HARDIN VALLEY ACADEMY,CLASSIFIED,ATH COACH TRACK ASSISTANT,09/21/2023,11/29/2023,,,,,,
218,HEAD BOYS TRACK COACH / FULTON HIGH SCHOOL,FULTON HIGH,CLASSIFIED,ATH COACH TRACK HEAD,09/21/2023,11/29/2023,,,,,,
219,HEAD GIRLS TRACK COACH / FULTON HIGH SCHOOL,FULTON HIGH,CLASSIFIED,ATH COACH TRACK HEAD,09/21/2023,11/29/2023,,,,,,
220,ASSISTANT GIRLS BASKETBALL COACH / EXTRA / BEARDEN MIDDLE SCHOOL,BEARDEN MIDDLE,CLASSIFIED,ATH COACH BASKETBALL MIDDLE,09/21/2023,11/29/2023,,,,,,
221,ASSISTANT GIRLS WRESTLING COACH / HALLS HIGH SCHOOL,HALLS HIGH,CLASSIFIED,ATH COACH WRESTLING ASSISTANT,09/21/2023,11/29/2023,,,,,,
222,EDUC ASSIST PAC ES 23/24SY,SUNNYVIEW,CLASSIFIED,EDUCATIONAL ASSISTANT ES,09/25/2023,10/31/2023,JOB DESCRIPTION,"$22,308.00",,,,
223,TCHR FOREIGN LANG HS (SPANISH) 23/24SY,CARTER HIGH,CERTIFIED,TEACHER HS WORLD LANGUAGES,09/25/2023,10/31/2023,JOB DESCRIPTION,"$44,800.00",,,,
224,TCHR HEALTH SCI HS 23/24SY,SOUTH DOYLE HIGH,CERTIFIED,TEACHER HS CTE,09/25/2023,10/31/2023,JOB DESCRIPTION,"$44,800.00",,,,
225,EDUC ASSIST ES 50% 23/24SY,BLUE GRASS ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT ES,09/25/2023,10/31/2023,JOB DESCRIPTION,"$22,308.00",,,,
226,TCHR LANG ARTS HS 23/24SY,CENTRAL HIGH,CERTIFIED,TEACHER HS ELA,09/25/2023,10/31/2023,JOB DESCRIPTION,"$44,800.00",,,,
227,TCHR CRIM JUSTICE HS 23/24SY,FULTON HIGH,CERTIFIED,TEACHER HS CTE,09/25/2023,10/31/2023,JOB DESCRIPTION,"$44,800.00",,,,
228,TCHR SPED HS 23/24SY,FULTON HIGH,CERTIFIED,TEACHER HS SPECIAL ED,09/25/2023,10/31/2023,JOB DESCRIPTION,"$44,800.00",,,,
229,TCHR LANG ARTS HS 23/24SY,CARTER HIGH,CERTIFIED,TEACHER HS ELA,09/25/2023,10/31/2023,JOB DESCRIPTION,"$44,800.00",,,,
230,TCHR SP ED PRE-SCHOOL SUPPLY 10/22/23 THROUGH 12/20/23,FORT SANDERS EDU DEVELOP CENT,CERTIFIED,TEACHER PRE-K SPED,09/25/2023,10/31/2023,JOB DESCRIPTION,,"$36,100.00-$36,100.00",,,
231,TCHR 5TH GRADE SUPPLY 1/29/23 THROUGH 3/10/24,FARRAGUT INTERMEDIATE,CERTIFIED,TEACHER 5TH GRADE,09/25/2023,10/31/2023,JOB DESCRIPTION,,"$36,100.00-$36,100.00",,,
232,TCHR SPECIAL ED MS 23/24SY,GRESHAM MIDDLE,CERTIFIED,TEACHER MS SPECIAL ED,09/25/2023,10/31/2023,JOB DESCRIPTION,"$44,800.00",,,,
233,EDUC ASSIST CDC-A HS 23/24SY,BEARDEN HIGH,CLASSIFIED,EDUCATIONAL ASSISTANT SPED HS,09/25/2023,10/31/2023,JOB DESCRIPTION,"$22,308.00",,,,
234,EDUC ASSIST SATL SP 23/24SY,KNOXVILLE ADAPTIVE ED CENTER,CLASSIFIED,EDUCATIONAL ASSISTANT ALT SPD,09/25/2023,10/31/2023,JOB DESCRIPTION,"$26,439.00",,,,
235,ACADEMIC INTERVENTIONIST 23/24SY,NORTHWEST MIDDLE,CERTIFIED,ACADEMIC INTERVENTIONIST,09/25/2023,10/31/2023,JOB DESCRIPTION,"$44,800.00",,,,
236,TCHR SPED ES SUPPLY 1/3/24 THROUGH 2/14/24,MILL CREEK ELEMENTARY,CERTIFIED,TEACHER ES SPECIAL ED,09/25/2023,10/31/2023,JOB DESCRIPTION,,"$36,100.00-$36,100.00",,,
237,EDUC ASSIST SPED ES 23/24SY,NORTHSHORE ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,09/25/2023,10/31/2023,JOB DESCRIPTION,"$22,308.00",,,,
238,EDUC ASSIST CDC-A ES 23/24SY,NORTHSHORE ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,09/25/2023,10/31/2023,JOB DESCRIPTION,"$22,308.00",,,,
239,TCHR PHYS ED HS INTERIM 11/21/23 THROUGH 5/24/24,POWELL HIGH,CERTIFIED,TEACHER HS PE AND WELLNESS,09/25/2023,10/31/2023,JOB DESCRIPTION,"$44,800.00",,,,
240,ASSISTANT WRESTLING COACH / EXTRA / FARRAGUT HIGH SCHOOL,FARRAGUT HIGH,CLASSIFIED,ATH COACH WRESTLING ASSISTANT,09/25/2023,11/29/2023,,,,,,
241,BEHAV ANALYST BD CRT 23/24SY,OFFICE OF SCHOOL CULTURE,CLASSIFIED,LIAISON,09/25/2023,10/31/2023,JOB DESCRIPTION,"$44,800.00",,,,
242,EDUC ASSIST ES SUPPY 1/22/24 THROUGH 5/7/24,AL LOTTS ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT ES,09/25/2023,10/31/2023,JOB DESCRIPTION,,"$21,192.60-$21,192.60",,,
243,RESTORATIVE ASST 23/24SY,KARNS MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT MS,09/26/2023,10/31/2023,JOB DESCRIPTION,"$26,439.00",,,,
244,EDUC ASSIST SPED ES 23/24SY,AL LOTTS ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,09/26/2023,10/31/2023,JOB DESCRIPTION,"$22,308.00",,,,
245,TCHR 2ND GRADE SUPPLY 2/5/24 THROUGH 5/24/24,SEQUOYAH ELEMENTARY,CERTIFIED,TEACHER 2ND GRADE,09/26/2023,10/31/2023,JOB DESCRIPTION,,"$36,100.00-$36,100.00",,,
246,MANAGER TCHR SUPPLY DEPOT,PUBLIC AFFAIRS,CLASSIFIED,MANAGER,09/26/2023,10/31/2023,JOB DESCRIPTION,"$46,679.00",,,,
247,EDUC ASSIST ES 23/24SY,MAYNARD ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT ES,09/26/2023,10/31/2023,JOB DESCRIPTION,"$22,308.00",,,,
248,EDUC ASSIST MAG ES 23/24SY,GREEN MAGNET ACADEMY,CLASSIFIED,EDUCATIONAL ASSISTANT ES,09/26/2023,10/31/2023,JOB DESCRIPTION,"$22,308.00",,,,
249,BEHAVIOR LIAISON 23/24SY,SPECIAL EDUCATION,CLASSIFIED,LIAISON,09/27/2023,10/31/2023,JOB DESCRIPTION,"$44,800.00",,,,
250,FOOD SERVICE,CHILD NUTRITION,CLASSIFIED,FOOD SERVICE WORKER,07/01/2023,12/31/9999,Job Description,,,,$11.75-$18.18,
251,EDUC ASSIST SATL SP 23/24SY,RIDGEDALE ALTERNATIVE,CLASSIFIED,EDUCATIONAL ASSISTANT ALT SPD,07/03/2023,09/30/2023,JOB DESCRIPTION,"$26,439.00",,,,
252,ASSISTANT GIRLS WRESTLING COACH / SOUTH DOYLE HIGH SCHOOL,SOUTH DOYLE HIGH,CLASSIFIED,ATH COACH WRESTLING HEAD,08/11/2022,11/29/2023,,,,,,
253,WORKPLACE READINESS SPECIALIST - TSW GRANT- TIMECARD,SYSTEMWIDE,CLASSIFIED,,07/03/2023,09/30/2023,JOB DESCRIPTION,,,,,
254,WORKPLACE READINESS SPECIALIST - TSW GRANT- TIMECARD,SYSTEMWIDE,CLASSIFIED,,07/03/2023,09/30/2023,JOB DESCRIPTION,,,,,
255,TCHR MATH HS 23/24SY,BEARDEN HIGH,CERTIFIED,TEACHER HS MATHEMATICS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
256,INSTRUCTOR ROTC 23/24SY,FULTON HIGH,CERTIFIED,TEACHER ROTC,07/03/2023,09/30/2023,JOB DESCRIPTION,,,"$40,000.00-$100,000.00",,
257,EDUC ASSIST SATL SP 23/24SY,RIDGEDALE ALTERNATIVE,CLASSIFIED,EDUCATIONAL ASSISTANT ALT SPD,07/03/2023,09/30/2023,JOB DESCRIPTION,"$26,439.00",,,,
258,EDUC ASSIST SPED HS 23/24SY,HARDIN VALLEY ACADEMY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED HS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
259,GIRLS ASSISTANT WRESTLING COACH / POWELL HIGH SCHOOL,POWELL HIGH,CLASSIFIED,ATH COACH WRESTLING ASSISTANT,10/20/2022,11/29/2023,,,,,,
260,TCHR MATH HS 23/24SY,BEARDEN HIGH,CERTIFIED,TEACHER HS MATHEMATICS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
261,COUNSELOR SCHOOL (POOL) 23/24SY,SYSTEMWIDE,CERTIFIED,TEACHER SYSTEMWIDE,02/03/2023,06/30/2024,JOB DESCRIPTION,"$43,077.00",,,,
262,EDUC ASSIST ELEVATE 23/24SY,SYSTEMWIDE,CLASSIFIED,EDUCATIONAL ASSISTANT ALT,07/03/2023,09/30/2023,,"$22,308.00",,,,
263,PERMANENT SUB II 23/24SY,NORTHWEST MIDDLE,CLASSIFIED,SUBSTITUTE PERMANENT II,07/03/2023,09/30/2023,JOB DESCRIPTION,,,,,
264,EDUC ASSIST CDC MS 23/24SY,NORTHWEST MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED MS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
265,INSTRUCTOR ROTC 23/24SY,WEST HIGH,CERTIFIED,TEACHER ROTC,07/03/2023,09/30/2023,JOB DESCRIPTION,,,,,
266,EDUC ASSIST CDC MS 23/24SY,NORTHWEST MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED MS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
267,EDUC ASSIST CDC MS 23/24SY,NORTHWEST MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED MS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
268,EDUC ASSIST SATL SP 23/24SY,RICHARD YOAKLEY SCHOOL,CLASSIFIED,EDUCATIONAL ASSISTANT ALT SPD,07/03/2023,09/30/2023,JOB DESCRIPTION,"$26,439.00",,,,
269,EDUC ASSIST SATL SP 23/24SY,RIDGEDALE ALTERNATIVE,CLASSIFIED,EDUCATIONAL ASSISTANT ALT SPD,07/03/2023,09/30/2023,JOB DESCRIPTION,"$26,439.00",,,,
270,EDUC ASSIST SATL SP 23/24SY,RIDGEDALE ALTERNATIVE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED HS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$26,439.00",,,,
271,EDUC ASSIST SATL SP 23/24SY,RIDGEDALE ALTERNATIVE,CLASSIFIED,EDUCATIONAL ASSISTANT ALT SPD,07/03/2023,09/30/2023,JOB DESCRIPTION,"$26,439.00",,,,
272,EDUC ASSIST ES PART-TIME 23/24SY,BEARDEN ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
273,EDUC ASSIST SPED MS 23/24SY,HARDIN VALLEY MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED MS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
274,EDUC ASSIST SPED ES 23/24SY,ROCKY HILL ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
275,EDUC ASSIST CDC ES 23/24SY,ROCKY HILL ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
276,SPED HOMEBASED AUTISM 23/24SY,SPECIAL EDUCATION,CERTIFIED,TEACHER SYSTEMWIDE,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
277,EDUC ASSIST SPED PK 23/24SY,SYSTEMWIDE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED PK,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
278,EDUC ASSIST SPED PK 23/24SY,SYSTEMWIDE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED PK,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
279,ASSISTANT VOLLEYBALL COACH / EXTRA / CENTRAL HIGH SCHOOL,CENTRAL HIGH,CLASSIFIED,ATH COACH VOLLEYBALL ASSISTANT,01/09/2023,11/29/2023,,,,,,
280,TCHR MATH MS- 50% 23/24SY,NORTHWEST MIDDLE,CERTIFIED,TEACHER MS MATHEMATICS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
281,CUSTODIAN,MAINTENANCE,CLASSIFIED,CUSTODIAN WORKER,07/03/2023,12/31/9999,Job Description,,,,$12.20-$18.84,
282,EDUC ASSIST CDC-A MS 23/24SY,KARNS MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED MS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
283,TIMECARD,SYSTEMWIDE,CLASSIFIED,TIMECARD,03/05/2021,12/31/9999,,,,,,
284,TCHR SPEECH / LANGUAGE POOL 23/24SY,SPECIAL EDUCATION,CERTIFIED,TEACHER SPEECH,01/05/2023,06/30/2024,Job Description,,,,,"$43,077.00-$63,648.00"
285,ASSISTANT BOYS BASKETBALL COACH / EXTRA / FULTON HIGH SCHOOL,FULTON HIGH,CLASSIFIED,ATH COACH BASKETBALL B-TEAM,11/09/2022,12/31/9999,,,,,,
286,EDUC ASSIST CDC-A MS 23/24SY,WHITTLE SPRINGS MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED MS,02/22/2023,11/30/2023,JOB DESCRIPTION,"$19,918.00",,,,
287,EDUC ASSIST TITLE I 23/24SY,MAYNARD ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
288,TCHR SPECIAL ED 23/24SY,KNOXVILLE ADAPTIVE ED CENTER,CERTIFIED,TEACHER ES SPECIAL ED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
289,EDUC ASSIST SATL SP 23/24SY,RICHARD YOAKLEY SCHOOL,CLASSIFIED,EDUCATIONAL ASSISTANT ALT SPD,07/03/2023,09/30/2023,JOB DESCRIPTION,"$26,439.00",,,,
290,TCHR MATH 7 23/24SY,VINE MIDDLE,CERTIFIED,TEACHER MS MATHEMATICS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
291,TCHR SPED CDC-A HS 23/24SY,CENTRAL HIGH,CERTIFIED,TEACHER HS SPECIAL ED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
292,EDUC ASSIST SATL SP 23/24SY,RIDGEDALE ALTERNATIVE,CLASSIFIED,EDUCATIONAL ASSISTANT ALT SPD,07/03/2023,09/30/2023,JOB DESCRIPTION,"$26,439.00",,,,
293,EDUC ASSIST CDC-A ES 23/24SY,ROCKY HILL ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
294,TCHR ELL (POOL) 23/24SY,ENGLISH LANGUAGE LEARNERS,CERTIFIED,TEACHER ENGLISH LANG LEARNERS,12/01/2022,06/30/2024,JOB DESCRIPTION,"$43,077.00",,,,
295,TCHR ART 23/24SY (221 DAY),KELLEY VOLUNTEER ACADEMY,CERTIFIED,TEACHER HS FINE ARTS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$49,504.00",,,,
296,EDUC ASSIST SATL SP PART-TIME 23/24SY,RICHARD YOAKLEY SCHOOL,CLASSIFIED,EDUCATIONAL ASSISTANT ALT SPD,07/03/2023,09/30/2023,JOB DESCRIPTION,"$26,439.00",,,,
297,EDUC ASSIST CDC HS 23/24SY,SOUTH DOYLE HIGH,CLASSIFIED,EDUCATIONAL ASSISTANT SPED HS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
298,ASSISTANT FOOTBALL COACH / EXTRA / SOUTH DOYLE HIGH SCHOOL,SOUTH DOYLE HIGH,CLASSIFIED,ATH COACH FOOTBALL ASSISTANT,12/20/2022,11/29/2023,,,,,,
299,RESTORATIVE ASSTISTANT 23/24SY,SYSTEMWIDE,CLASSIFIED,EA SYSTEMWIDE,07/03/2023,09/30/2023,JOB DESCRIPTION,"$26,439.00",,,,
300,SCHOOL SECURITY OFFICER - POOL,SECURITY,CLASSIFIED,SECURITY OFFICER,09/02/2020,12/31/9999,Job Description,,,,,
301,ASSISTANT FOOTBALL COACH / AUSTIN EAST HIGH SCHOOL,AUSTIN EAST HIGH,CLASSIFIED,ATH COACH FOOTBALL ASSISTANT,03/10/2023,11/29/2023,,,,,,
302,TCHR SPED SEC SA 23/24SY,RICHARD YOAKLEY SCHOOL,CERTIFIED,TEACHER MS SPECIAL ED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
303,TPACK DISTRICT POOL 23/24SY,SYSTEMWIDE,CERTIFIED,COACH TPACK,03/23/2023,06/30/2024,JOB DESCRIPTION,"$45,446.24",,,,
304,SOCIAL WORKER POOL 23/24SY,SOCIAL WORKER,CERTIFIED,SOCIAL WORKER,03/23/2023,06/30/2024,JOB DESCRIPTION,,,,,
305,COUNSELOR ELEMENTARY POOL 23/24SY,COUNSELOR ELEMENTARY,CERTIFIED,GUIDANCE ELEMENTARY,03/23/2023,06/30/2024,JOB DESCRIPTION,"$43,077.00",,,,
306,PERMANENT SUB II 23/24SY,FORT SANDERS EDU DEVELOP CENT,CLASSIFIED,SUBSTITUTE PERMANENT II,07/03/2023,09/30/2023,JOB DESCRIPTION,,,,,
307,ASSISTANT BOYS SOCCER COACH / EXTRA / CENTRAL HIGH SCHOOL,CENTRAL HIGH,CLASSIFIED,ATH COACH SOCCER ASSISTANT,01/17/2023,11/29/2023,,,,,,
308,EDUC ASSIST CDC ES 23/24SY,GREEN MAGNET ACADEMY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
309,EDUC ASSIST CDC-A MS 23/24SY,SOUTH DOYLE MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED MS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
310,TCHR SPED ES 23/24SY,BALL CAMP ELEMENTARY,CERTIFIED,TEACHER ES SPECIAL ED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
311,ASSISTANT TRACK COACH / EXTRA / BEARDEN HIGH SCHOOL,BEARDEN HIGH,CLASSIFIED,ATH COACH TRACK ASSISTANT,03/31/2022,11/29/2023,,,,,,
312,TCHR SPECIAL EDUC 23/24SY,SOUTH DOYLE HIGH,CERTIFIED,TEACHER HS SPECIAL ED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
313,TCHR SPED ES 23/24SY,WEST HAVEN ELEMENTARY,CERTIFIED,TEACHER ES SPECIAL ED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
314,HEAD GIRLS TRACK COACH / CENTRAL HIGH SCHOOL,CENTRAL HIGH,CLASSIFIED,ATH COACH TRACK HEAD,05/16/2023,11/29/2023,,,,,,
315,EDUC ASSIST SPED ES 23/24SY,WEST HAVEN ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
